player_name,first_name,last_name,football_name,player_team,nflreadpy_id,espn_id,headshot,position,status,jersey_number,birth_date,college_name
Chukky Okobi,Chukwunweze,Okobi,,ARI,00-0020255,2695,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xygqnzu07xq0htyv5vku",C,CUT,55,1978-10-18,Purdue
Clarence Curry,Clarence,Curry,,ARI,00-0022661,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a3oxgdq6gqlxr7j9qonw",CB,ACT,41,1981-12-07,Villanova
Clarence Williams,Clarence,Williams,,ARI,00-0018568,2528,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyvv5uxqjvwvvyydvs2s",RB,ACT,21,1977-05-16,Michigan
Cliff Louis,Cliff,Louis,,ARI,00-0024810,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p56ldsemnoospwd7mevt",OT,DEV,0,1984-08-24,Morgan State
Clinton McDonald,Clinton,McDonald,Clinton,ARI,00-0026964,12692,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w5ifm5yk23wn8tccsnk8",DT,RES,93,1987-01-06,Memphis
Coby Rhinehart,Jacoby,Rhinehart,,ARI,00-0013623,1943,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vnux3xhim31pj5lvncla",CB,ACT,23,1977-02-07,SMU
Cody Simon,Cody,Simon,Cody,ARI,00-0040645,4429071,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v9vqu3cfhinzlpsua99j",LB,ACT,50,2002-04-01,Ohio State
Colin Parker,Colin,Parker,,ARI,00-0029351,15494,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qahqosb7anrvmsgzn7n6",LB,DEV,97,1989-05-06,Arizona State
Colt McCoy,Daniel,McCoy,Colt,ARI,00-0027688,13199,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jqdwuhtcovhdnqno0mhg",QB,ACT,12,1986-09-05,Texas
Corey Clement,Corey,Clement,Corey,ARI,00-0033725,3045260,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rrbdxl0frmnyr1qcgexd",RB,DEV,23,1994-11-02,Wisconsin
Corey Kiner,Corey,Kiner,Corey,ARI,00-0040556,4431431,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zmoljkk7go5ztvqxje6u",RB,ACT,,2002-01-21,Cincinnati; LSU
Cory Redding,Cory,Redding,Cory,ARI,00-0021998,4524,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jraoxnfjje0x5wsaf05b",DE,RES,90,1980-11-15,Texas
Craig Patterson,Craig,Patterson,,ARI,PAT389325,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m0xrwifkwefc9jgs2ex1",DE,ACT,0,1964-07-18,BYU
Curtis Gatewood,James,Gatewood,,ARI,00-0025906,11535,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/szmprtngasza4iczspy2",OLB,ACT,57,1985-05-18,Vanderbilt
Curtis Taylor,Curtis,Taylor,,ARI,00-0026501,12734,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6dwjwxxbmpryxm4lyol",DB,ACT,27,1985-07-13,LSU
Cyril Obiozor,Cyril,Obiozor,,ARI,00-0026788,13006,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jdnwrr9vqru9gis5moxp",LB,ACT,52,1986-09-26,Texas A&M
D'Anthony Batiste,D'Anthony,Batiste,,ARI,00-0024483,10149,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nl8wmbvi7fcekgjpewcq",OT,ACT,74,1982-03-29,Louisiana-Lafayette
D.J. Foster,Darryll,Foster,D.J.,ARI,00-0032577,2978124,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jjizp7deudsht2dqmzvq",RB,ACT,37,1993-11-22,Arizona State
D.J. Johnson,David,Johnson,,ARI,00-0008464,6706,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lftcnfa06gw9bn4jzsuy",DB,ACT,44,1966-07-14,Kentucky
Dadrion Taylor-Demerson,Dadrion,Taylor-Demerson,Dadrion,ARI,00-0039864,4428633,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sowjjszg6dsa2welwenx",DB,ACT,42,2001-01-20,Texas Tech
Damien Anderson,Damien,Anderson,,ARI,00-0021048,4367,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hzf1euye460niokyshx5",RB,ACT,22,1979-07-17,Northwestern
Damien Williams,Damien,Williams,Damien,ARI,00-0030874,17359,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ga4vusnfwfvhp2ksqw7x",RB,CUT,29,1992-04-03,Oklahoma; Arizona Western
Damond Powell,Damond,Powell,,ARI,POW227556,3040141,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e5clwvoetej5yimenpis",WR,RSN,0,1992-10-31,Iowa
Dan Buckner,Dan,Buckner,,ARI,00-0030299,16173,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bmmoxrwac6vbzb8qel72",WR,DEV,0,1990-05-31,Arizona; Texas
Dan Kreider,Dan,Kreider,,ARI,00-0019135,2500,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dmxuhoow7t3vwvc6ahdj",FB,ACT,35,1977-03-11,New Hampshire
Daniel Arias,Daniel,Arias,Daniel,ARI,00-0038702,4360644,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ns09yek1pvj9jmlv2e01",WR,CUT,,1998-09-02,Colorado
Daniel Braverman,Daniel,Braverman,Daniel,ARI,00-0032801,2973052,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qwll2f0hngeluwrxr0gl",WR,CUT,0,1993-09-28,Western Michigan
Daniel Giordano,Daniel,Giordano,,ARI,00-0030295,16188,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/poui1lq6clqt092x46fe",LB,PUP,48,1989-09-17,Cincinnati
Dante Booker,Dante,Booker,Dante,ARI,00-0035482,3121408,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cemqbxgcjo70v0czwcyx",LB,CUT,51,1995-10-02,Ohio State
Dante Ellington,Dante,Ellington,,ARI,00-0021498,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eklxslhdjumwe68kkwgi",OT,CUT,68,1980-02-29,Alabama
Dante Stills,Dante,Stills,Dante,ARI,00-0038623,4362225,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aqvvpt76ifof0r42hsgg",DT,ACT,55,1999-12-14,West Virginia
Darius Robinson,Darius,Robinson,Darius,ARI,00-0039854,4569480,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lfmoncmd0jh5hj67eola",DL,ACT,56,2001-09-13,Missouri
Darius Victor,Darius,Victor,Darius,ARI,00-0034007,3049987,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/trgykzjv5gw5pt2bnh7h",RB,DEV,0,1994-03-18,Towson State
Darnell Dockett,Darnell,Dockett,,ARI,00-0022930,5589,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ymkwcdhxl0vvv5b51eaz",DE,RES,90,1981-05-27,Florida State
Darrel Williams,Darrel,Williams,Darrel,ARI,00-0034301,3115375,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qloiwle7db59cznhqhub",RB,RES,24,1995-04-15,LSU
Darren Hall,Darren,Hall,Darren,ARI,00-0036956,4261606,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/btpudohpy5mnzimqn2xm",CB,UFA,30,2000-05-02,San Diego State
Darren Woodard,Darren,Woodard,,ARI,00-0030057,16122,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lecy4diyigp9cxfvforp",DB,DEV,0,1989-09-21,Texas-El Paso
Darryl Usher,Darryl,Usher,,ARI,USH207645,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ixdzng6okh4jwi4bo5yl",WR,ACT,0,1965-01-03,Illinois
Daryl Washington,Daryl,Washington,,ARI,00-0027886,13305,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/erlgkozi6mkabnv9tfka",ILB,SUS,58,1986-10-09,TCU
Dave Brown,David,Brown,,ARI,00-0001907,367,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dufnybaaskdsr6ax2sps",QB,ACT,17,1970-02-25,Duke
Dave Duerson,David,Duerson,,ARI,DUE415291,6733,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fuilnprtjkg9vmnwrldy",DB,ACT,0,1960-11-28,Notre Dame
Dave Zastudil,David,Zastudil,,ARI,00-0021235,3640,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h15ktbiagctphhbq4hp8",P,RES,9,1978-10-26,Ohio
David Amerson,David,Amerson,David,ARI,00-0030420,15820,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c8cszehpmckghfcsg44l",DB,ACT,38,1991-12-08,N.C. State
David Henson,David,Henson,,ARI,HEN744372,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/njjrsndt03qmspsqsqlb",NT,RES,0,1967-11-28,Central Arkansas
David Merritt,David,Merritt,,ARI,00-0011138,7497,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/e0bsk4bgagjs44xfnee6",OLB,ACT,0,1971-09-08,N.C. State
Davion Taylor,Davion,Taylor,Davion,ARI,00-0036393,4360645,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gppzwavl8lhckyfrfw18",LB,DEV,,1998-08-05,Colorado; Coahoma JC
Daylon Mack,Daylon,Mack,Daylon,ARI,00-0034985,3917316,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ck5lrtlvbaxr9imohqsy",DT,CUT,0,1997-02-23,Texas A&M
DeMarco Sampson,DeMarco,Sampson,,ARI,00-0028187,14060,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qias0did7dvnbqtugsjr",WR,ACT,89,1985-12-19,San Diego State
DeMario Minter,DeMario,Minter,,ARI,00-0024366,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zanmuphkuh72zqli8qmn",CB,DEV,0,1984-02-20,Georgia
Deatrick Nichols,Deatrick,Nichols,Deatrick,ARI,00-0034481,3126311,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bdl7rio9sfysdv9slw2b",CB,CUT,39,1994-06-08,University of South Florida
Dell McGee,Antonio,McGee,,ARI,MCG075867,8017,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lxesxstxlqvhsikotlwk",DB,CUT,23,1973-09-07,Auburn
Demetrius Harris,Demetrius,Harris,Demetrius,ARI,00-0030155,16318,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlajcnjlosuajmqswxvl",TE,ACT,86,1991-07-29,Wisconsin-Milwaukee; Mineral Area CC
Demontrey Jacobs,Demontrey,Jacobs,Demontrey,ARI,00-0038792,4250935,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykbcqfze4fmjgovzjmmi",OT,ACT,66,1998-11-22,South Florida Community College; Grambling State
Dennis Dixon,Dennis,Dixon,,ARI,00-0026296,11390,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cqwnypjswvhf5t13e3o8",QB,CUT,0,1985-01-11,Oregon
Dennis Keyes,Dennis,Keyes,,ARI,00-0025933,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbhupd5ygsnzjbagvqhx",FS,DEV,0,1985-03-26,UCLA
Dennis McKinley,Dennis,McKinley,,ARI,00-0010951,1959,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zsn5raym65n7f3cc5sqi",RB,ACT,39,1976-11-03,Mississippi State
Dennis Smith,Dennis,Smith,,ARI,SMI197200,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wsziylweflqqiwvgaokm",TE,ACT,0,1967-02-14,Utah
Denzel Burke,Denzel,Burke,Denzel,ARI,00-0040195,4432668,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bbw1bwj7tnuiv8vyc48b",CB,ACT,29,2002-11-10,Ohio State
Denzel Daxon,Denzel,Daxon,Denzel,ARI,00-0039935,4577735,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aoysgjnnwlaujhqspxds",DE,DEV,,1999-03-27,Illinois; Ohio
Derek Brown,Derek,Brown,,ARI,00-0001919,282,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k3vc6q3gmcbygtrsiauf",TE,CUT,49,1970-03-31,Notre Dame
Derrick Coleman,Derrick,Coleman,Derrick,ARI,00-0029068,15351,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jmgzlxi6qlrvvyrzkuh2",FB,ACT,32,1990-10-18,UCLA
Derrick McAdoo,Derrick,McAdoo,,ARI,MCA276860,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ijub1ocvnctbysflraos",RB,ACT,0,1965-04-02,Baylor
Derrick Moore,Derrick,Moore,,ARI,00-0011556,7287,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jgwpesmzbjurn4emzdy0",RB,RES,40,1967-10-13,Northeastern State (Ok); Troy; Darton College
Devin Duvernay,Devin,Duvernay,Devin,ARI,00-0036331,4039050,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rhqvgqqfokrv6omkw0lg",WR,ACT,,1997-09-12,Texas
Devon McDonald,Devon,McDonald,,ARI,00-0010797,7500,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h66y1qh35t4xutxktpjw",LB,ACT,55,1969-11-08,Notre Dame
Diamond Ferri,Diamond,Ferri,,ARI,00-0023056,9572,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ib382xeqzq3xpheth71f",RB,DEV,36,1981-08-06,Syracuse; Bunker Hill Community College
Dick Chapura,Richard,Chapura,,ARI,CHA546966,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kdyufzxi3j4njouxazmb",DT,ACT,0,1964-06-15,Missouri
Domata Peko Sr.,Domata,Peko,Domata,ARI,00-0024338,9709,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ekk47kr5k5tj8bkixmun",NT,ACT,96,1984-11-27,Michigan State; College of the Canyons
Don Holmes,Donald,Holmes,,ARI,HOL533028,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bmu0abmgepiylv7pirbz",WR,ACT,0,1961-04-01,Mesa State College; Colorado; Gavilan College
Don Morgan,Don,Morgan,,ARI,00-0018587,2121,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ztxbpsinx4jdpbcmcgnj",DB,CUT,47,1975-09-18,Nevada
Donald Broomfield,Donald,Broomfield,,ARI,00-0001855,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/j5iurvqnw4ciaopwvmc9",DT,CUT,63,1976-06-10,Clemson
Drew Anderson,Drew,Anderson,Drew,ARI,00-0035483,4040826,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dyrcn10kc4f4ff5a3b1v",QB,ACT,3,1995-10-18,Murray State
Drew Butler,Andrew,Butler,,ARI,00-0028952,15209,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i2uzaqlreybleb2ey4yq",P,CUT,2,1989-05-10,Georgia
Durell Eskridge,Durell,Eskridge,,ARI,00-0031860,2577585,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nqazkf105no7smamxjfc",FS,CUT,37,1991-12-17,Syracuse
Duval Love,Duval,Love,,ARI,00-0010096,7058,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pphhzcqhvikrrtoccqn7",G,RES,67,1963-06-24,UCLA; USC
Dyshod Carter,Dyshod,Carter,,ARI,00-0019945,3467,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bcizmnl0c8hghh67nauz",DB,ACT,38,1978-06-18,Kansas State
Earl Ferrell,Earl,Ferrell,,ARI,FER676764,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fbu6kwdblqjlrnxa3xmn",RB,ACT,0,1958-03-27,East Tennessee State
Earl Okine,Earl,Okine,Earl,ARI,00-0030241,16551,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xhc53hwfa5ygu7n3h1fx",DE,DEV,0,1990-01-04,Florida
Early Doucet,Early,Doucet,,ARI,00-0026221,11315,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/egk4ozql2ba3cifswifo",WR,ACT,85,1985-10-28,LSU
Eddie Whitley,Edward,Whitley,,ARI,00-0029017,15357,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a9irv8tkbzfu2u1emnso",DB,RES,41,1989-10-26,Virginia Tech
Eduardo Castaneda,Eduardo,Castaneda,,ARI,00-0025804,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fyxhff7zxnqmtjjmghyb",LB,DEV,43,1983-01-19,
Ekow Boye-Doe,Ekow,Boye-Doe,Ekow,ARI,00-0038956,4373061,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jrm1husugxjadz2wassn",CB,CUT,35,1999-11-04,Kansas State
Eku Leota,Eku,Leota,Eku,ARI,00-0038782,4361272,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omtbxuvxr6jedl4ukduv",LB,ACT,,1999-05-11,Auburn
Eldonta Osborne,Eldonta,Osborne,,ARI,OSB332232,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/te6toanvlrzkxos1c4rg",LB,ACT,0,1967-08-12,Louisiana Tech
Elijah Higgins,Elijah,Higgins,Elijah,ARI,00-0039041,4426844,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yjvdxmqromyt64w89bhq",TE,ACT,84,2000-10-27,Stanford
Elijah Jones,Elijah,Jones,Elijah,ARI,00-0039823,4360203,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tti0os0zrmotgh6icpls",CB,ACT,28,2000-01-08,Boston College
Elijah Wilkinson,Elijah,Wilkinson,Elijah,ARI,00-0033676,3059839,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vf0jyksmu8odxv2b9ich",OT,ACT,,1995-02-10,UMass Amherst
Elliott Brown,Elliott,Brown,Elliott,ARI,00-0039956,4240826,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hm7lcvs9qqdvccajfptv",LB,ACT,41,1998-02-02,Virginia
Elton Brown,Elton,Brown,,ARI,00-0023546,8525,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/da47yctefxv0hcw6cj9g",OT,ACT,61,1982-05-22,Virginia
Emmanuel McDaniel,Emmanuel,McDaniel,,ARI,00-0010785,1003,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hlx3lginvt7uin8iophr",DB,ACT,26,1972-07-27,East Carolina
Emmitt Smith,Emmitt,Smith,,ARI,00-0015165,72,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ub78gyoyi3x1wlaow49n",RB,ACT,22,1969-05-15,Florida
Enoka Lucas,Enoka,Lucas,,ARI,00-0024795,11036,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lbsrkk82210yddxlvjfg",C,DEV,0,1984-04-29,Oregon
Eric Blount,Eric,Blount,,ARI,BLO508848,7371,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c4oxldfqnc1bnl07pozx",WR,ACT,0,1970-09-22,North Carolina
Eric Edwards,Eric,Edwards,,ARI,00-0022385,6008,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/htcbsnclcamcuh8jygxa",TE,ACT,83,1980-08-04,LSU
Eric Green,Eric,Green,,ARI,00-0023510,8489,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ji2aspvpfc8jhgvzdxur",CB,ACT,25,1982-03-16,Virginia Tech
Eric Johnson,Eric,Johnson,,ARI,00-0018982,3998366,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kar6nd3wwpdfgohtj5hm",LB,CUT,59,1976-04-30,Nebraska
Eric Jonassen,Eric,Jonassen,,ARI,00-0008674,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhol57ayrpt2axah7nrr",OT,RES,66,1968-08-16,Bloomsburg; Penn State
Ernest Dye,Ernest,Dye,,ARI,00-0004678,7409,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vtea4x8eehsd5iwmubjz",OT,RES,75,1971-07-15,South Carolina; Itawamba JC
Ernest Shazor,Ernest,Shazor,,ARI,00-0023227,9401,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bdtrnu5ipak2ypg5morv",DB,ACT,35,1983-07-04,Michigan
Evan Mathis,Evan,Mathis,,ARI,00-0023514,8493,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ocloudgctoznzjtb1bkr",G,RES,69,1981-11-01,Alabama
Evan Weaver,Evan,Weaver,Evan,ARI,00-0036381,4035875,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vuhpjnivlwqkecungry5",LB,DEV,50,1998-08-11,California
Everrette Thompson,Everrette,Thompson,,ARI,00-0029712,15728,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pjckfwt1qikbwoojvp7z",DE,RES,60,1989-12-18,Washington
Floyd Womack,Floyd,Womack,,ARI,00-0020348,2677,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y7qwwayymupnhwluka9k",G,RES,78,1978-11-15,Mississippi State
Frank Garcia,Frank,Garcia,,ARI,00-0005753,818,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oifddp05rrlxphquae8y",C,ACT,63,1972-01-28,Washington
Fred Brock,Frederick,Brock,,ARI,00-0001796,8162,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wsmx1b8clhloc8vqgp42",WR,ACT,89,1974-11-15,Southern Mississippi
Freddie Gilbert,Freddie,Gilbert,,ARI,GIL044896,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vu0c90nrbqqsed8stdsj",DE,ACT,0,1962-04-08,Georgia
Freddie Jones,Freddie,Jones,,ARI,00-0008749,1227,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gfqlhiqdcrxyuzbemvjw",TE,ACT,85,1974-09-16,North Carolina
Gabe Holmes,Gabrison,Holmes,Gabe,ARI,00-0031884,2468368,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xijxyhyndupwwmko56ke",TE,DEV,85,1991-03-29,Purdue
Gabe Martin,Gabriel,Martin,Gabe,ARI,00-0031707,2515838,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/l8kryquerwwcsx3kxqzw",LB,RES,50,1992-06-05,Bowling Green
Gabe Watson,Gabriel,Watson,,ARI,00-0024322,9693,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/swqi2pouxdeuuvk8i7xv",NT,ACT,98,1983-09-24,Michigan
Gabriel Oladipo,Gabriel,Oladipo,,ARI,00-0012336,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bwjkdykbuvvx4avcrg0f",DT,CUT,0,1968-05-04,Washington State; Texas Southern
Gardner Minshew,Gardner,Minshew,Gardner,ARI,00-0035289,4038524,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lggwtoj1m0jxxiawtzpw",QB,ACT,,1996-05-16,Washington State
Garrett Williams,Garrett,Williams,Garrett,ARI,00-0039007,4568506,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlczxxctbgim3ynwtsw4",CB,ACT,21,2001-06-01,Syracuse
Garth Jax,James,Jax,,ARI,00-0008291,6906,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a7cf3bhvcmkn5hqedx1y",MLB,ACT,0,1963-09-16,Florida State
Gary Hadd,Gary,Hadd,,ARI,HAD069215,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/malxhrxba1qn8ig7th59",NT,ACT,0,1965-10-19,Minnesota
Gerald Hodges,Gerald,Hodges,Gerald,ARI,00-0030385,15977,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y8nfjzorlktrhgzaobap",LB,ACT,51,1991-01-17,Penn State
Greg Amsler,Greg,Amsler,,ARI,AMS288111,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mxx3nbz2mwyv49vbgdzz",RB,RES,0,1967-12-19,Tennessee
Greg Horne,Gregory,Horne,,ARI,HOR296630,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q9eqm4ohw8kj4criskbs",P,ACT,0,1964-11-22,Arkansas
Greg Jones,Gregory,Jones,,ARI,00-0008755,1184,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cl2faeghfqkw3gsxdogu",LB,ACT,51,1974-05-22,Colorado
Greg Lasker,Gregory,Lasker,,ARI,LAS255564,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/co2oliguxpeckfnbiiuy",DB,ACT,0,1964-09-28,Arkansas
Greg Lee,Gregory,Lee,,ARI,00-0023949,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kmkrwszuvfrfzxs7sprq",WR,DEV,0,1984-10-19,Pittsburgh
Greg McCoy,Greg,McCoy,,ARI,00-0029307,15015,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/enxkjh5tuf2gji0py4ch",CB,DEV,0,1988-09-08,TCU
Hamza Abdullah,Hamza,Abdullah,,ARI,00-0023663,8645,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jucikqcrbovbzuqeee1f",DB,ACT,23,1983-08-20,Washington State
Harold Morrow,Harold,Morrow,,ARI,00-0011718,1139,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rlafcfxdxiqj7avhoccb",FB,ACT,33,1973-02-24,Auburn
Hassan Hall,Hassan,Hall,Hassan,ARI,00-0038714,4360805,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wjnqcxfqnyz6swcopt02",RB,DEV,,2000-08-28,Georgia Tech; Louisville
Hayden Conner,Hayden,Conner,Hayden,ARI,00-0040219,4431214,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/clfm9yvbyspdzhrfvnqz",G,ACT,58,2002-04-26,Texas
Hayden Howerton,Hayden,Howerton,Hayden,ARI,00-0037598,4243776,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uatw0gvnd1q8m5kaaefc",G,DEV,75,1999-02-11,SMU
Herschel Currie,Herschel,Currie,,ARI,00-0003775,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ydszifebr2ig3nonzdep",CB,CUT,0,1965-09-08,Oregon State; Chabot College
Hjalte Froholdt,Hjalte,Froholdt,Hjalte,ARI,00-0035258,3886633,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w29pfmjsyr2ylmbvedol",G,ACT,72,1996-08-20,Arkansas
